val_ids,dumbpredwtags,val_gt_size,dumbprednotags,dumbpredselect,dumbpredselect2,dumbprednotags2,proposal_size,dumbpredselect_epc100
Case17_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147066,390]","[140225, 8000]"
Case17_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[142691,4765]","[148225, 0]"
Case17_2.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145239,2217]","[0, 0]"
Case17_3.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[147456,0]","[148225, 0]"
Case17_4.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147036,420]","[0, 0]"
Case17_5.nii,"[140225, 8000]","[147202.0, 1023.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[146005,1451]","[0, 0]"
Case17_6.nii,"[140225, 8000]","[146471.0, 1754.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145142,2314]","[148225, 0]"
Case17_7.nii,"[140225, 8000]","[145260.0, 2965.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145180,2276]","[0, 0]"
Case17_8.nii,"[140225, 8000]","[144245.0, 3980.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[141802,5654]","[140225, 8000]"
Case17_9.nii,"[140225, 8000]","[143621.0, 4604.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case18_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145480,1976]","[0, 0]"
Case18_1.nii,"[140225, 8000]","[145759.0, 2466.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[138426,9030]","[140225, 8000]"
Case18_10.nii,"[140225, 8000]","[139249.0, 8976.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147448,8]","[140225, 8000]"
Case18_11.nii,"[140225, 8000]","[139771.0, 8454.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case18_12.nii,"[140225, 8000]","[140754.0, 7471.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146698,758]","[140225, 8000]"
Case18_13.nii,"[140225, 8000]","[141539.0, 6686.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144367,3089]","[140225, 8000]"
Case18_14.nii,"[140225, 8000]","[142813.0, 5412.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143225,4231]","[140225, 8000]"
Case18_15.nii,"[140225, 8000]","[143693.0, 4532.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[139701,7755]","[140225, 8000]"
Case18_16.nii,"[140225, 8000]","[144723.0, 3502.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[143460,3996]","[140225, 8000]"
Case18_17.nii,"[140225, 8000]","[146785.0, 1440.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142246,5210]","[140225, 8000]"
Case18_2.nii,"[140225, 8000]","[144515.0, 3710.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142169,5287]","[0, 0]"
Case18_3.nii,"[140225, 8000]","[143128.0, 5097.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case18_4.nii,"[140225, 8000]","[141943.0, 6282.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case18_5.nii,"[140225, 8000]","[141571.0, 6654.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[142687,4769]","[140225, 8000]"
Case18_6.nii,"[140225, 8000]","[140166.0, 8059.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147329,127]","[140225, 8000]"
Case18_7.nii,"[140225, 8000]","[139305.0, 8920.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146489,967]","[140225, 8000]"
Case18_8.nii,"[140225, 8000]","[139184.0, 9041.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[139632,7824]","[140225, 8000]"
Case18_9.nii,"[140225, 8000]","[138926.0, 9299.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147340,116]","[140225, 8000]"
Case19_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147385,71]","[140225, 8000]"
Case19_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144684,2772]","[140225, 8000]"
Case19_10.nii,"[140225, 8000]","[144827.0, 3398.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143157,4299]","[140225, 8000]"
Case19_11.nii,"[140225, 8000]","[144798.0, 3427.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143871,3585]","[140225, 8000]"
Case19_12.nii,"[140225, 8000]","[145542.0, 2683.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[138045,9411]","[140225, 8000]"
Case19_13.nii,"[140225, 8000]","[147504.0, 721.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147456,0]","[0, 0]"
Case19_14.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[140877,6579]","[0, 0]"
Case19_15.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[143251,4205]","[0, 0]"
Case19_16.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147456,0]","[148225, 0]"
Case19_17.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[145551,1905]","[148225, 0]"
Case19_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[140568,6888]","[148225, 0]"
Case19_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[144815,2641]","[148225, 0]"
Case19_2.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146933,523]","[140225, 8000]"
Case19_3.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case19_4.nii,"[140225, 8000]","[147577.0, 648.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141661,5795]","[140225, 8000]"
Case19_5.nii,"[140225, 8000]","[147104.0, 1121.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141263,6193]","[140225, 8000]"
Case19_6.nii,"[140225, 8000]","[146232.0, 1993.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[137289,10167]","[140225, 8000]"
Case19_7.nii,"[140225, 8000]","[145012.0, 3213.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140200,7256]","[140225, 8000]"
Case19_8.nii,"[140225, 8000]","[144493.0, 3732.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141010,6446]","[140225, 8000]"
Case19_9.nii,"[140225, 8000]","[144639.0, 3586.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143585,3871]","[140225, 8000]"
Case20_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[146926,530]","[0, 0]"
Case20_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[139265,8191]","[0, 0]"
Case20_10.nii,"[140225, 8000]","[138477.0, 9748.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146563,893]","[140225, 8000]"
Case20_11.nii,"[140225, 8000]","[138637.0, 9588.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147454,2]","[140225, 8000]"
Case20_12.nii,"[140225, 8000]","[139566.0, 8659.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[139404,8052]","[140225, 8000]"
Case20_13.nii,"[140225, 8000]","[141129.0, 7096.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144848,2608]","[140225, 8000]"
Case20_14.nii,"[140225, 8000]","[142369.0, 5856.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146615,841]","[140225, 8000]"
Case20_15.nii,"[140225, 8000]","[144469.0, 3756.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[142496,4960]","[140225, 8000]"
Case20_16.nii,"[140225, 8000]","[146094.0, 2131.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144643,2813]","[140225, 8000]"
Case20_17.nii,"[140225, 8000]","[146483.0, 1742.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147279,177]","[0, 0]"
Case20_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[143680,3776]","[148225, 0]"
Case20_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[144421,3035]","[148225, 0]"
Case20_2.nii,"[140225, 8000]","[146468.0, 1757.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[145741,1715]","[148225, 0]"
Case20_3.nii,"[140225, 8000]","[144805.0, 3420.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[137410,10046]","[148225, 0]"
Case20_4.nii,"[140225, 8000]","[143895.0, 4330.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141051,6405]","[140225, 8000]"
Case20_5.nii,"[140225, 8000]","[142410.0, 5815.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case20_6.nii,"[140225, 8000]","[141351.0, 6874.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[142949,4507]","[140225, 8000]"
Case20_7.nii,"[140225, 8000]","[140239.0, 7986.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140108,7348]","[140225, 8000]"
Case20_8.nii,"[140225, 8000]","[139799.0, 8426.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143455,4001]","[140225, 8000]"
Case20_9.nii,"[140225, 8000]","[139009.0, 9216.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[138161,9295]","[140225, 8000]"
Case21_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[140878,6578]","[140225, 8000]"
Case21_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142072,5384]","[0, 0]"
Case21_10.nii,"[140225, 8000]","[141541.0, 6684.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145173,2283]","[140225, 8000]"
Case21_11.nii,"[140225, 8000]","[141751.0, 6474.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[138297,9159]","[140225, 8000]"
Case21_12.nii,"[140225, 8000]","[143771.0, 4454.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144585,2871]","[140225, 8000]"
Case21_13.nii,"[140225, 8000]","[144807.0, 3418.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143406,4050]","[140225, 8000]"
Case21_14.nii,"[140225, 8000]","[145714.0, 2511.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[139462,7994]","[140225, 8000]"
Case21_15.nii,"[140225, 8000]","[147213.0, 1012.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144282,3174]","[0, 0]"
Case21_16.nii,"[140225, 8000]","[147852.0, 373.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[142793,4663]","[148225, 0]"
Case21_17.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145616,1840]","[148225, 0]"
Case21_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[142341,5115]","[148225, 0]"
Case21_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[141275,6181]","[148225, 0]"
Case21_2.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142702,4754]","[0, 0]"
Case21_3.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145674,1782]","[0, 0]"
Case21_4.nii,"[140225, 8000]","[146801.0, 1424.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[143531,3925]","[0, 0]"
Case21_5.nii,"[140225, 8000]","[144883.0, 3342.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144981,2475]","[0, 0]"
Case21_6.nii,"[140225, 8000]","[143482.0, 4743.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146262,1194]","[140225, 8000]"
Case21_7.nii,"[140225, 8000]","[143093.0, 5132.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[139008,8448]","[140225, 8000]"
Case21_8.nii,"[140225, 8000]","[142173.0, 6052.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140331,7125]","[140225, 8000]"
Case21_9.nii,"[140225, 8000]","[141814.0, 6411.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145092,2364]","[140225, 8000]"
Case22_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140789,6667]","[140225, 8000]"
Case22_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147299,157]","[140225, 8000]"
Case22_10.nii,"[140225, 8000]","[140066.0, 8159.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case22_11.nii,"[140225, 8000]","[140487.0, 7738.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case22_12.nii,"[140225, 8000]","[141531.0, 6694.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147450,6]","[140225, 8000]"
Case22_13.nii,"[140225, 8000]","[142428.0, 5797.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144585,2871]","[140225, 8000]"
Case22_14.nii,"[140225, 8000]","[144157.0, 4068.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147387,69]","[140225, 8000]"
Case22_15.nii,"[140225, 8000]","[145949.0, 2276.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[137766,9690]","[0, 0]"
Case22_16.nii,"[140225, 8000]","[146499.0, 1726.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147398,58]","[0, 0]"
Case22_17.nii,"[140225, 8000]","[147785.0, 440.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[141085,6371]","[0, 0]"
Case22_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[145129,2327]","[148225, 0]"
Case22_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[140370,7086]","[148225, 0]"
Case22_2.nii,"[140225, 8000]","[146798.0, 1427.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[139090,8366]","[140225, 8000]"
Case22_3.nii,"[140225, 8000]","[146514.0, 1711.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144192,3264]","[0, 0]"
Case22_4.nii,"[140225, 8000]","[145512.0, 2713.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146803,653]","[0, 0]"
Case22_5.nii,"[140225, 8000]","[144185.0, 4040.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[138796,8660]","[140225, 8000]"
Case22_6.nii,"[140225, 8000]","[142764.0, 5461.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145516,1940]","[0, 0]"
Case22_7.nii,"[140225, 8000]","[141557.0, 6668.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140110,7346]","[140225, 8000]"
Case22_8.nii,"[140225, 8000]","[140378.0, 7847.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144497,2959]","[140225, 8000]"
Case22_9.nii,"[140225, 8000]","[139992.0, 8233.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141857,5599]","[140225, 8000]"
Case23_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146401,1055]","[140225, 8000]"
Case23_1.nii,"[140225, 8000]","[147104.0, 1121.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[139883,7573]","[140225, 8000]"
Case23_10.nii,"[140225, 8000]","[140251.0, 7974.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case23_11.nii,"[140225, 8000]","[140431.0, 7794.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140049,7407]","[140225, 8000]"
Case23_12.nii,"[140225, 8000]","[140708.0, 7517.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145825,1631]","[140225, 8000]"
Case23_13.nii,"[140225, 8000]","[140546.0, 7679.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140926,6530]","[140225, 8000]"
Case23_14.nii,"[140225, 8000]","[141519.0, 6706.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143055,4401]","[140225, 8000]"
Case23_15.nii,"[140225, 8000]","[142721.0, 5504.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140521,6935]","[140225, 8000]"
Case23_16.nii,"[140225, 8000]","[143118.0, 5107.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146916,540]","[140225, 8000]"
Case23_17.nii,"[140225, 8000]","[143949.0, 4276.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[143559,3897]","[0, 0]"
Case23_18.nii,"[140225, 8000]","[144157.0, 4068.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144609,2847]","[0, 0]"
Case23_19.nii,"[140225, 8000]","[145888.0, 2337.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[143072,4384]","[140225, 8000]"
Case23_2.nii,"[140225, 8000]","[146105.0, 2120.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147278,178]","[0, 0]"
Case23_3.nii,"[140225, 8000]","[144130.0, 4095.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145078,2378]","[140225, 8000]"
Case23_4.nii,"[140225, 8000]","[142788.0, 5437.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145631,1825]","[140225, 8000]"
Case23_5.nii,"[140225, 8000]","[141996.0, 6229.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[138651,8805]","[140225, 8000]"
Case23_6.nii,"[140225, 8000]","[141156.0, 7069.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147140,316]","[140225, 8000]"
Case23_7.nii,"[140225, 8000]","[140520.0, 7705.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145725,1731]","[140225, 8000]"
Case23_8.nii,"[140225, 8000]","[140195.0, 8030.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145043,2413]","[140225, 8000]"
Case23_9.nii,"[140225, 8000]","[140283.0, 7942.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141586,5870]","[140225, 8000]"
Case24_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145056,2400]","[0, 0]"
Case24_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[141105,6351]","[0, 0]"
Case24_10.nii,"[140225, 8000]","[141231.0, 6994.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145782,1674]","[140225, 8000]"
Case24_11.nii,"[140225, 8000]","[141441.0, 6784.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147121,335]","[140225, 8000]"
Case24_12.nii,"[140225, 8000]","[142004.0, 6221.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145195,2261]","[140225, 8000]"
Case24_13.nii,"[140225, 8000]","[144190.0, 4035.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140830,6626]","[140225, 8000]"
Case24_14.nii,"[140225, 8000]","[144288.0, 3937.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145519,1937]","[140225, 8000]"
Case24_15.nii,"[140225, 8000]","[145158.0, 3067.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[138317,9139]","[140225, 8000]"
Case24_16.nii,"[140225, 8000]","[145880.0, 2345.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144994,2462]","[0, 0]"
Case24_17.nii,"[140225, 8000]","[147101.0, 1124.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147312,144]","[0, 0]"
Case24_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[141262,6194]","[0, 0]"
Case24_2.nii,"[140225, 8000]","[146959.0, 1266.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146894,562]","[0, 0]"
Case24_3.nii,"[140225, 8000]","[145953.0, 2272.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142064,5392]","[0, 0]"
Case24_4.nii,"[140225, 8000]","[145703.0, 2522.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144502,2954]","[0, 0]"
Case24_5.nii,"[140225, 8000]","[144610.0, 3615.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145344,2112]","[140225, 8000]"
Case24_6.nii,"[140225, 8000]","[143618.0, 4607.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147433,23]","[0, 0]"
Case24_7.nii,"[140225, 8000]","[142514.0, 5711.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145174,2282]","[140225, 8000]"
Case24_8.nii,"[140225, 8000]","[142304.0, 5921.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145319,2137]","[140225, 8000]"
Case24_9.nii,"[140225, 8000]","[141422.0, 6803.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[140080,7376]","[140225, 8000]"
Case25_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142311,5145]","[0, 0]"
Case25_1.nii,"[140225, 8000]","[147723.0, 502.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[139950,7506]","[148225, 0]"
Case25_10.nii,"[140225, 8000]","[140640.0, 7585.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141605,5851]","[140225, 8000]"
Case25_11.nii,"[140225, 8000]","[140911.0, 7314.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case25_12.nii,"[140225, 8000]","[141458.0, 6767.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141071,6385]","[140225, 8000]"
Case25_13.nii,"[140225, 8000]","[141866.0, 6359.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case25_14.nii,"[140225, 8000]","[142278.0, 5947.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case25_15.nii,"[140225, 8000]","[142131.0, 6094.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140416,7040]","[140225, 8000]"
Case25_16.nii,"[140225, 8000]","[142826.0, 5399.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141977,5479]","[140225, 8000]"
Case25_17.nii,"[140225, 8000]","[143487.0, 4738.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147421,35]","[140225, 8000]"
Case25_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[140884,6572]","[0, 0]"
Case25_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[140726,6730]","[148225, 0]"
Case25_2.nii,"[140225, 8000]","[146722.0, 1503.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[140242,7214]","[0, 0]"
Case25_3.nii,"[140225, 8000]","[145506.0, 2719.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[142311,5145]","[148225, 0]"
Case25_4.nii,"[140225, 8000]","[144214.0, 4011.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[146623,833]","[148225, 0]"
Case25_5.nii,"[140225, 8000]","[143118.0, 5107.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[147066,390]","[148225, 0]"
Case25_6.nii,"[140225, 8000]","[142077.0, 6148.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147240,216]","[140225, 8000]"
Case25_7.nii,"[140225, 8000]","[140277.0, 7948.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143451,4005]","[140225, 8000]"
Case25_8.nii,"[140225, 8000]","[139760.0, 8465.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[138501,8955]","[140225, 8000]"
Case25_9.nii,"[140225, 8000]","[138849.0, 9376.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[138579,8877]","[140225, 8000]"
