Unnamed: 0;val_ids;val_gt_size;dumbpredwtags;dumbpredwtags2;dumbprednotags2;m8;dumbpredwtags3;dumbpredwtags4;dumbpredwtags5;dumbpredwtags6;m6;m4;m2;dumbprednotags3;dumbpredselect2
100;Subj_13_33.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
86;Subj_13_34.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
193;Subj_13_35.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
81;Subj_13_4.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
210;Subj_13_5.png;[65458, 78];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65395.6, 140.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65411.2, 124.80000000000001];[65426.8, 109.19999999999999];[65442.4, 93.6];[63754, 1782];[63754, 1782]
277;Subj_13_6.png;[65365, 171];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65228.2, 307.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65262.4, 273.6];[65296.6, 239.39999999999998];[65330.8, 205.2];[63754, 1782];[63754, 1782]
370;Subj_13_7.png;[64907, 629];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64403.8, 1132.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64529.6, 1006.4000000000001];[64655.4, 880.5999999999999];[64781.2, 754.8];[63754, 1782];[63754, 1782]
283;Subj_13_8.png;[64681, 855];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63997.0, 1539.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64168.0, 1368.0];[64339.0, 1197.0];[64510.0, 1026.0];[63754, 1782];[63754, 1782]
361;Subj_13_9.png;[64562, 974];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63782.8, 1753.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63977.6, 1558.4];[64172.4, 1363.6];[64367.2, 1168.8];[63754, 1782];[63754, 1782]
58;Subj_14_0.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
229;Subj_14_1.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[65536,0]
298;Subj_14_10.png;[64634, 902];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63912.4, 1623.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64092.8, 1443.2];[64273.2, 1262.8];[64453.6, 1082.3999999999999];[63754, 1782];[63754, 1782]
466;Subj_14_11.png;[64608, 928];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63865.6, 1670.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64051.2, 1484.8000000000002];[64236.8, 1299.1999999999998];[64422.4, 1113.6];[63754, 1782];[63754, 1782]
50;Subj_14_12.png;[64507, 1029];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63683.8, 1852.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63889.6, 1646.4];[64095.4, 1440.6];[64301.2, 1234.8];[63754, 1782];[63754, 1782]
125;Subj_14_13.png;[64519, 1017];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63705.4, 1830.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63908.8, 1627.2];[64112.2, 1423.8];[64315.6, 1220.3999999999999];[63754, 1782];[63754, 1782]
116;Subj_14_14.png;[64517, 1019];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63701.8, 1834.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63905.6, 1630.4];[64109.4, 1426.6];[64313.2, 1222.8];[63754, 1782];[63754, 1782]
52;Subj_14_15.png;[64460, 1076];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63599.2, 1936.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63814.4, 1721.6000000000001];[64029.6, 1506.3999999999999];[64244.8, 1291.2];[63754, 1782];[63754, 1782]
456;Subj_14_16.png;[64550, 986];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63761.2, 1774.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63958.4, 1577.6000000000001];[64155.6, 1380.3999999999999];[64352.8, 1183.2];[63754, 1782];[63754, 1782]
300;Subj_14_17.png;[64570, 966];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63797.2, 1738.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63990.4, 1545.6000000000001];[64183.6, 1352.3999999999999];[64376.8, 1159.2];[63754, 1782];[63754, 1782]
447;Subj_14_18.png;[64499, 1037];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63669.4, 1866.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63876.8, 1659.2];[64084.2, 1451.8];[64291.6, 1244.3999999999999];[63754, 1782];[63754, 1782]
305;Subj_14_19.png;[64460, 1076];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63599.2, 1936.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63814.4, 1721.6000000000001];[64029.6, 1506.3999999999999];[64244.8, 1291.2];[63754, 1782];[63754, 1782]
280;Subj_14_2.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
1;Subj_14_20.png;[64489, 1047];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63651.4, 1884.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63860.8, 1675.2];[64070.2, 1465.8];[64279.6, 1256.3999999999999];[63754, 1782];[63754, 1782]
168;Subj_14_21.png;[64488, 1048];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63649.6, 1886.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63859.2, 1676.8000000000002];[64068.8, 1467.1999999999998];[64278.4, 1257.6];[63754, 1782];[63754, 1782]
342;Subj_14_22.png;[64522, 1014];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63710.8, 1825.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63913.6, 1622.4];[64116.4, 1419.6];[64319.2, 1216.8];[63754, 1782];[63754, 1782]
417;Subj_14_23.png;[64583, 953];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63820.6, 1715.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64011.2, 1524.8000000000002];[64201.8, 1334.1999999999998];[64392.4, 1143.6];[63754, 1782];[63754, 1782]
414;Subj_14_24.png;[64621, 915];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63889.0, 1647.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64072.0, 1464.0];[64255.0, 1281.0];[64438.0, 1098.0];[63754, 1782];[63754, 1782]
349;Subj_14_25.png;[64614, 922];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63876.4, 1659.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64060.8, 1475.2];[64245.2, 1290.8];[64429.6, 1106.3999999999999];[63754, 1782];[63754, 1782]
166;Subj_14_26.png;[64739, 797];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64101.4, 1434.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64260.8, 1275.2];[64420.2, 1115.8];[64579.6, 956.4];[63754, 1782];[63754, 1782]
7;Subj_14_27.png;[64910, 626];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64409.2, 1126.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64534.4, 1001.6];[64659.6, 876.4];[64784.8, 751.1999999999999];[63754, 1782];[63754, 1782]
161;Subj_14_28.png;[65102, 434];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64754.8, 781.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64841.6, 694.4000000000001];[64928.4, 607.5999999999999];[65015.2, 520.8];[63754, 1782];[63754, 1782]
17;Subj_14_29.png;[65259, 277];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65037.4, 498.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65092.8, 443.20000000000005];[65148.2, 387.79999999999995];[65203.6, 332.4];[63754, 1782];[63754, 1782]
359;Subj_14_3.png;[65490, 46];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65453.2, 82.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65462.4, 73.60000000000001];[65471.6, 64.39999999999999];[65480.8, 55.199999999999996];[63754, 1782];[0,0]
172;Subj_14_30.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
108;Subj_14_31.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
400;Subj_14_32.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
237;Subj_14_33.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[65536,0]
234;Subj_14_34.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
408;Subj_14_35.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[65536,0]
358;Subj_14_4.png;[65457, 79];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65393.8, 142.20000000000002];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65409.6, 126.4];[65425.4, 110.6];[65441.2, 94.8];[63754, 1782];[0,0]
292;Subj_14_5.png;[65400, 136];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65291.2, 244.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65318.4, 217.60000000000002];[65345.6, 190.39999999999998];[65372.8, 163.2];[63754, 1782];[63754, 1782]
225;Subj_14_6.png;[65295, 241];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65102.2, 433.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65150.4, 385.6];[65198.6, 337.4];[65246.8, 289.2];[63754, 1782];[63754, 1782]
65;Subj_14_7.png;[65175, 361];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64886.2, 649.8000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64958.4, 577.6];[65030.6, 505.4];[65102.8, 433.2];[63754, 1782];[63754, 1782]
221;Subj_14_8.png;[65012, 524];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64592.8, 943.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64697.6, 838.4000000000001];[64802.4, 733.5999999999999];[64907.2, 628.8];[63754, 1782];[63754, 1782]
73;Subj_14_9.png;[64788, 748];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64189.6, 1346.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64339.2, 1196.8];[64488.8, 1047.2];[64638.4, 897.6];[63754, 1782];[63754, 1782]
36;Subj_15_0.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
3;Subj_15_1.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
98;Subj_15_10.png;[64304, 1232];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63318.4, 2217.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63564.8, 1971.2];[63811.2, 1724.8];[64057.6, 1478.3999999999999];[63754, 1782];[63754, 1782]
76;Subj_15_11.png;[64255, 1281];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63230.2, 2305.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63486.4, 2049.6];[63742.6, 1793.3999999999999];[63998.8, 1537.2];[63754, 1782];[63754, 1782]
33;Subj_15_12.png;[64278, 1258];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63271.6, 2264.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63523.2, 2012.8000000000002];[63774.8, 1761.1999999999998];[64026.4, 1509.6];[63754, 1782];[63754, 1782]
6;Subj_15_13.png;[64208, 1328];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63145.6, 2390.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63411.2, 2124.8];[63676.8, 1859.1999999999998];[63942.4, 1593.6];[63754, 1782];[63754, 1782]
4;Subj_15_14.png;[64174, 1362];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63084.4, 2451.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63356.8, 2179.2000000000003];[63629.2, 1906.8];[63901.6, 1634.3999999999999];[63754, 1782];[63754, 1782]
37;Subj_15_15.png;[64188, 1348];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63109.6, 2426.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63379.2, 2156.8];[63648.8, 1887.1999999999998];[63918.4, 1617.6];[63754, 1782];[63754, 1782]
73;Subj_15_16.png;[64156, 1380];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63052.0, 2484.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63328.0, 2208.0];[63604.0, 1931.9999999999998];[63880.0, 1656.0];[63754, 1782];[63754, 1782]
101;Subj_15_17.png;[64157, 1379];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63053.8, 2482.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63329.6, 2206.4];[63605.4, 1930.6];[63881.2, 1654.8];[63754, 1782];[63754, 1782]
79;Subj_15_18.png;[64155, 1381];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63050.2, 2485.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63326.4, 2209.6];[63602.6, 1933.3999999999999];[63878.8, 1657.2];[63754, 1782];[63754, 1782]
95;Subj_15_19.png;[64178, 1358];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63091.6, 2444.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63363.2, 2172.8];[63634.8, 1901.1999999999998];[63906.4, 1629.6];[63754, 1782];[63754, 1782]
100;Subj_15_2.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
30;Subj_15_20.png;[64207, 1329];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63143.8, 2392.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63409.6, 2126.4];[63675.4, 1860.6];[63941.2, 1594.8];[63754, 1782];[63754, 1782]
11;Subj_15_21.png;[64254, 1282];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63228.4, 2307.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63484.8, 2051.2000000000003];[63741.2, 1794.8];[63997.6, 1538.3999999999999];[63754, 1782];[63754, 1782]
104;Subj_15_22.png;[64350, 1186];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63401.2, 2134.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63638.4, 1897.6000000000001];[63875.6, 1660.3999999999999];[64112.8, 1423.2];[63754, 1782];[63754, 1782]
71;Subj_15_23.png;[64453, 1083];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63586.6, 1949.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63803.2, 1732.8000000000002];[64019.8, 1516.1999999999998];[64236.4, 1299.6];[63754, 1782];[63754, 1782]
70;Subj_15_24.png;[64540, 996];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63743.2, 1792.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63942.4, 1593.6000000000001];[64141.6, 1394.3999999999999];[64340.8, 1195.2];[63754, 1782];[63754, 1782]
105;Subj_15_25.png;[64707, 829];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64043.8, 1492.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64209.6, 1326.4];[64375.4, 1160.6];[64541.2, 994.8];[63754, 1782];[63754, 1782]
9;Subj_15_26.png;[64933, 603];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64450.6, 1085.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64571.2, 964.8000000000001];[64691.8, 844.1999999999999];[64812.4, 723.6];[63754, 1782];[63754, 1782]
31;Subj_15_27.png;[65096, 440];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64744.0, 792.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64832.0, 704.0];[64920.0, 616.0];[65008.0, 528.0];[63754, 1782];[63754, 1782]
13;Subj_15_28.png;[65282, 254];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65078.8, 457.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65129.6, 406.40000000000003];[65180.4, 355.59999999999997];[65231.2, 304.8];[63754, 1782];[63754, 1782]
27;Subj_15_29.png;[65411, 125];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65311.0, 225.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65336.0, 200.0];[65361.0, 175.0];[65386.0, 150.0];[63754, 1782];[0,0]
72;Subj_15_3.png;[65535, 1];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65534.2, 1.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65534.4, 1.6];[65534.6, 1.4];[65534.8, 1.2];[63754, 1782];[0,0]
20;Subj_15_30.png;[65443, 93];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65368.6, 167.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65387.2, 148.8];[65405.8, 130.2];[65424.4, 111.6];[63754, 1782];[0,0]
49;Subj_15_31.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
61;Subj_15_32.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
88;Subj_15_33.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
86;Subj_15_34.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
63;Subj_15_35.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
77;Subj_15_4.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
99;Subj_15_5.png;[65097, 439];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64745.8, 790.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64833.6, 702.4000000000001];[64921.4, 614.5999999999999];[65009.2, 526.8];[63754, 1782];[63754, 1782]
8;Subj_15_6.png;[64836, 700];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64276.0, 1260.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64416.0, 1120.0];[64556.0, 979.9999999999999];[64696.0, 840.0];[63754, 1782];[63754, 1782]
35;Subj_15_7.png;[64660, 876];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63959.2, 1576.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64134.4, 1401.6000000000001];[64309.6, 1226.3999999999999];[64484.8, 1051.2];[63754, 1782];[63754, 1782]
1;Subj_15_8.png;[64477, 1059];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63629.8, 1906.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63841.6, 1694.4];[64053.4, 1482.6];[64265.2, 1270.8];[63754, 1782];[63754, 1782]
41;Subj_15_9.png;[64399, 1137];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63489.4, 2046.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63716.8, 1819.2];[63944.2, 1591.8];[64171.6, 1364.3999999999999];[63754, 1782];[63754, 1782]
253;Subj_1_0.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
384;Subj_1_1.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
99;Subj_1_10.png;[64444, 1092];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63570.4, 1965.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63788.8, 1747.2];[64007.2, 1528.8];[64225.6, 1310.3999999999999];[63754, 1782];[63754, 1782]
186;Subj_1_11.png;[64337, 1199];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63377.8, 2158.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63617.6, 1918.4];[63857.4, 1678.6];[64097.2, 1438.8];[63754, 1782];[63754, 1782]
256;Subj_1_12.png;[64255, 1281];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63230.2, 2305.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63486.4, 2049.6];[63742.6, 1793.3999999999999];[63998.8, 1537.2];[63754, 1782];[63754, 1782]
385;Subj_1_13.png;[64213, 1323];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63154.6, 2381.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63419.2, 2116.8];[63683.8, 1852.1999999999998];[63948.4, 1587.6];[63754, 1782];[63754, 1782]
