Unnamed: 0,val_ids,val_diff,val_squared_diff,val_gt_size,val_pred_size,reldiff,reldiffsim,predsizewtags,dumbpredwtags,dumbpredwtags2
157,Case14_2.nii,"[147456.421875, 0.07764337956905365]",12809327.0,"[147456.0, 0.0]","[0.4188351631164551, 0.07764337956905365]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
130,Case14_20.nii,"[147456.4375, 0.0613415464758873]",6969455.5,"[147456.0, 0.0]","[0.42994269728660583, 0.0613415464758873]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
413,Case14_21.nii,"[147456.4375, 0.04417154937982559]",55299148.0,"[147456.0, 0.0]","[0.43362125754356384, 0.04417154937982559]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
532,Case14_22.nii,"[147456.421875, 0.06836255639791489]",43322260.0,"[147456.0, 0.0]","[0.41920530796051025, 0.06836255639791489]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
642,Case14_23.nii,"[145903.421875, 1552.927734375]",3562901.5,"[145903.0, 1553.0]","[0.42927446961402893, 0.07224581390619278]",1.0,1.0,"[147455.9277541861, 0.07224581390619278]","[140225, 8000]","[147018.0, 4372.0]"
650,Case14_24.nii,"[145829.4375, 1626.9532470703125]",44254248.0,"[145829.0, 1627.0]","[0.4418168365955353, 0.046806562691926956]",1.0,1.0,"[147455.9531934373, 0.046806562691926956]","[140225, 8000]","[147018.0, 4372.0]"
512,Case14_25.nii,"[145595.4375, 1860.9476318359375]",53349088.0,"[145595.0, 1861.0]","[0.4443415701389313, 0.052387677133083344]",1.0,1.0,"[147455.94761232287, 0.052387677133083344]","[140225, 8000]","[147018.0, 4372.0]"
419,Case14_26.nii,"[145187.4375, 2268.94287109375]",1287025.5,"[145187.0, 2269.0]","[0.43287429213523865, 0.05705196037888527]",1.0,1.0,"[147455.94294803962, 0.05705196037888527]","[140225, 8000]","[147018.0, 4372.0]"
105,Case14_27.nii,"[144798.4375, 2657.949951171875]",14082616.0,"[144798.0, 2658.0]","[0.43841853737831116, 0.04994387924671173]",1.0,1.0,"[147455.95005612075, 0.04994387924671173]","[140225, 8000]","[147018.0, 4372.0]"
372,Case14_28.nii,"[144469.453125, 2986.94921875]",14281594.0,"[144469.0, 2987.0]","[0.44987794756889343, 0.050765860825777054]",1.0,1.0,"[147455.94923413917, 0.050765860825777054]","[140225, 8000]","[147018.0, 4372.0]"
155,Case14_29.nii,"[144367.4375, 3088.932861328125]",2385376.5,"[144367.0, 3089.0]","[0.4334922134876251, 0.06714534014463425]",1.0,1.0,"[147455.93285465986, 0.06714534014463425]","[140225, 8000]","[147018.0, 4372.0]"
373,Case14_3.nii,"[147456.421875, 0.08658329397439957]",14281594.0,"[147456.0, 0.0]","[0.422708660364151, 0.08658329397439957]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
243,Case14_30.nii,"[144535.4375, 2920.9267578125]",30001748.0,"[144535.0, 2921.0]","[0.44309666752815247, 0.07324440032243729]",1.0,1.0,"[147455.92675559968, 0.07324440032243729]","[140225, 8000]","[147018.0, 4372.0]"
83,Case14_31.nii,"[144493.4375, 2962.93408203125]",44607624.0,"[144493.0, 2963.0]","[0.4415331482887268, 0.06592554599046707]",1.0,1.0,"[147455.934074454, 0.06592554599046707]","[140225, 8000]","[147018.0, 4372.0]"
830,Case14_32.nii,"[144464.4375, 2991.940673828125]",31307488.0,"[144464.0, 2992.0]","[0.43103325366973877, 0.05933743342757225]",1.0,1.0,"[147455.94066256657, 0.05933743342757225]","[140225, 8000]","[147018.0, 4372.0]"
543,Case14_33.nii,"[144422.4375, 3033.93505859375]",11854608.0,"[144422.0, 3034.0]","[0.44442448019981384, 0.06497059762477875]",1.0,1.0,"[147455.93502940238, 0.06497059762477875]","[140225, 8000]","[147018.0, 4372.0]"
550,Case14_34.nii,"[144422.4375, 3033.943115234375]",13383642.0,"[144422.0, 3034.0]","[0.4398975074291229, 0.05692603066563606]",1.0,1.0,"[147455.94307396933, 0.05692603066563606]","[140225, 8000]","[147018.0, 4372.0]"
807,Case14_35.nii,"[144334.4375, 3121.939453125]",19310940.0,"[144334.0, 3122.0]","[0.43975400924682617, 0.060427431017160416]",1.0,1.0,"[147455.93957256898, 0.060427431017160416]","[140225, 8000]","[147018.0, 4372.0]"
90,Case14_36.nii,"[144196.4375, 3259.918701171875]",18659136.0,"[144196.0, 3260.0]","[0.4383729100227356, 0.08136782795190811]",1.0,1.0,"[147455.91863217205, 0.08136782795190811]","[140225, 8000]","[147018.0, 4372.0]"
220,Case14_37.nii,"[144076.4375, 3379.953369140625]",2856021.25,"[144076.0, 3380.0]","[0.43566417694091797, 0.04670211672782898]",1.0,1.0,"[147455.95329788327, 0.04670211672782898]","[140225, 8000]","[147018.0, 4372.0]"
45,Case14_38.nii,"[144181.4375, 3274.9482421875]",6945409.5,"[144181.0, 3275.0]","[0.43466320633888245, 0.0516974963247776]",1.0,1.0,"[147455.94830250368, 0.0516974963247776]","[140225, 8000]","[147018.0, 4372.0]"
265,Case14_39.nii,"[144188.4375, 3267.93505859375]",10762169.0,"[144188.0, 3268.0]","[0.4306791126728058, 0.06503355503082275]",1.0,1.0,"[147455.93496644497, 0.06503355503082275]","[140225, 8000]","[147018.0, 4372.0]"
399,Case14_4.nii,"[147456.4375, 0.04376648738980293]",2372655.0,"[147456.0, 0.0]","[0.4418969452381134, 0.04376648738980293]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
779,Case14_40.nii,"[144203.421875, 3252.934326171875]",42378880.0,"[144203.0, 3253.0]","[0.41645729541778564, 0.06563783437013626]",1.0,1.0,"[147455.93436216563, 0.06563783437013626]","[140225, 8000]","[147018.0, 4372.0]"
581,Case14_41.nii,"[147456.421875, 0.058581896126270294]",5872783.5,"[147456.0, 0.0]","[0.4189085364341736, 0.058581896126270294]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
249,Case14_42.nii,"[147456.4375, 0.08399803191423416]",7185801.0,"[147456.0, 0.0]","[0.44285014271736145, 0.08399803191423416]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
58,Case14_43.nii,"[147456.453125, 0.0546877384185791]",42311064.0,"[147456.0, 0.0]","[0.44564563035964966, 0.0546877384185791]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
51,Case14_44.nii,"[147456.4375, 0.06084871664643288]",38968680.0,"[147456.0, 0.0]","[0.44249001145362854, 0.06084871664643288]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
272,Case14_45.nii,"[147456.4375, 0.07441481947898865]",16063741.0,"[147456.0, 0.0]","[0.4410281777381897, 0.07441481947898865]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
574,Case14_46.nii,"[147456.4375, 0.0650840476155281]",37484456.0,"[147456.0, 0.0]","[0.44141650199890137, 0.0650840476155281]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
800,Case14_47.nii,"[147456.421875, 0.07705570012331009]",8987767.0,"[147456.0, 0.0]","[0.427999347448349, 0.07705570012331009]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
561,Case14_48.nii,"[147456.4375, 0.07401659339666367]",13497213.0,"[147456.0, 0.0]","[0.4418695271015167, 0.07401659339666367]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
816,Case14_49.nii,"[147456.421875, 0.07455334812402725]",15496137.0,"[147456.0, 0.0]","[0.4177972078323364, 0.07455334812402725]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
149,Case14_5.nii,"[147456.4375, 0.04921162873506546]",9491836.0,"[147456.0, 0.0]","[0.4310521185398102, 0.04921162873506546]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
484,Case14_50.nii,"[147456.421875, 0.06825808435678482]",15153150.0,"[147456.0, 0.0]","[0.4175758957862854, 0.06825808435678482]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
682,Case14_51.nii,"[147456.421875, 0.07448022812604904]",12368485.0,"[147456.0, 0.0]","[0.4183233678340912, 0.07448022812604904]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
141,Case14_52.nii,"[147456.4375, 0.07083460688591003]",15455070.0,"[147456.0, 0.0]","[0.42993417382240295, 0.07083460688591003]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
390,Case14_53.nii,"[147456.4375, 0.08269362896680832]",15911848.0,"[147456.0, 0.0]","[0.4324699938297272, 0.08269362896680832]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
380,Case14_54.nii,"[147456.40625, 0.0849243775010109]",0.0051,"[147456.0, 0.0]","[0.4112860858440399, 0.0849243775010109]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
164,Case14_55.nii,"[147456.421875, 0.06740617007017136]",5786266.0,"[147456.0, 0.0]","[0.4196337163448334, 0.06740617007017136]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
674,Case14_56.nii,"[147456.40625, 0.07023107260465622]",8640451.0,"[147456.0, 0.0]","[0.40797948837280273, 0.07023107260465622]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
507,Case14_57.nii,"[147456.421875, 0.07064399868249893]",19585304.0,"[147456.0, 0.0]","[0.42233598232269287, 0.07064399868249893]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
659,Case14_58.nii,"[147456.421875, 0.08659284561872482]",0.0054,"[147456.0, 0.0]","[0.41871288418769836, 0.08659284561872482]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
519,Case14_59.nii,"[147456.4375, 0.07788766920566559]",14718524.0,"[147456.0, 0.0]","[0.43635329604148865, 0.07788766920566559]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
692,Case14_6.nii,"[147456.421875, 0.05262994021177292]",6908790.0,"[147456.0, 0.0]","[0.42926520109176636, 0.05262994021177292]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
179,Case14_60.nii,"[147456.4375, 0.06573802977800369]",39664556.0,"[147456.0, 0.0]","[0.4395620822906494, 0.06573802977800369]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
366,Case14_61.nii,"[147456.421875, 0.06417593359947205]",27852612.0,"[147456.0, 0.0]","[0.4230334460735321, 0.06417593359947205]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
467,Case14_62.nii,"[147456.421875, 0.07135239988565445]",0.0042,"[147456.0, 0.0]","[0.4254164397716522, 0.07135239988565445]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
713,Case14_63.nii,"[147456.40625, 0.060682136565446854]",186594.9375,"[147456.0, 0.0]","[0.4089166224002838, 0.060682136565446854]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
493,Case14_7.nii,"[147456.421875, 0.0398811511695385]",11106433.0,"[147456.0, 0.0]","[0.4221123456954956, 0.0398811511695385]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
646,Case14_8.nii,"[147456.4375, 0.04772321879863739]",45070664.0,"[147456.0, 0.0]","[0.4413015842437744, 0.04772321879863739]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
535,Case14_9.nii,"[147456.4375, 0.03740629553794861]",43322260.0,"[147456.0, 0.0]","[0.43603742122650146, 0.03740629553794861]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
611,Case15_0.nii,"[147456.453125, 0.0625026598572731]",13145800.0,"[147456.0, 0.0]","[0.45336318016052246, 0.0625026598572731]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
761,Case15_1.nii,"[147456.4375, 0.044565822929143906]",36318048.0,"[147456.0, 0.0]","[0.4448060393333435, 0.044565822929143906]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
316,Case15_10.nii,"[147456.4375, 0.04663889855146408]",7711544.5,"[147456.0, 0.0]","[0.4383355379104614, 0.04663889855146408]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
5,Case15_11.nii,"[147456.4375, 0.05665421858429909]",5873244.5,"[147456.0, 0.0]","[0.4371412694454193, 0.05665421858429909]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
749,Case15_12.nii,"[147456.453125, 0.061035189777612686]",20815432.0,"[147456.0, 0.0]","[0.45946553349494934, 0.061035189777612686]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
622,Case15_13.nii,"[147456.4375, 0.04798687621951103]",19240090.0,"[147456.0, 0.0]","[0.4359239339828491, 0.04798687621951103]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
627,Case15_14.nii,"[147456.4375, 0.05896101891994476]",31445940.0,"[147456.0, 0.0]","[0.4438415765762329, 0.05896101891994476]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
739,Case15_15.nii,"[147456.453125, 0.0568171963095665]",27782354.0,"[147456.0, 0.0]","[0.4511159062385559, 0.0568171963095665]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
10,Case15_16.nii,"[147456.421875, 0.04644265025854111]",22813146.0,"[147456.0, 0.0]","[0.42904132604599, 0.04644265025854111]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
303,Case15_17.nii,"[147456.4375, 0.04984442889690399]",12206459.0,"[147456.0, 0.0]","[0.43549099564552307, 0.04984442889690399]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
21,Case15_18.nii,"[147456.4375, 0.058453939855098724]",15633869.0,"[147456.0, 0.0]","[0.4302918016910553, 0.058453939855098724]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
292,Case15_19.nii,"[147456.4375, 0.06071888655424118]",7400931.5,"[147456.0, 0.0]","[0.43173712491989136, 0.06071888655424118]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
36,Case15_2.nii,"[147456.4375, 0.0339665487408638]",16879544.0,"[147456.0, 0.0]","[0.4383262097835541, 0.0339665487408638]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
826,Case15_20.nii,"[146064.453125, 1391.9266357421875]",8467605.0,"[146064.0, 1392.0]","[0.44601431488990784, 0.07333027571439743]",0.9999,0.9999,"[147455.9266697243, 0.07333027571439743]","[140225, 8000]","[147018.0, 4372.0]"
541,Case15_21.nii,"[145878.4375, 1577.9508056640625]",11854608.0,"[145878.0, 1578.0]","[0.44315066933631897, 0.04916723072528839]",1.0,1.0,"[147455.95083276927, 0.04916723072528839]","[140225, 8000]","[147018.0, 4372.0]"
237,Case15_22.nii,"[145178.421875, 2277.95361328125]",23200928.0,"[145178.0, 2278.0]","[0.42932283878326416, 0.04648055136203766]",1.0,1.0,"[147455.95351944864, 0.04648055136203766]","[140225, 8000]","[147018.0, 4372.0]"
79,Case15_23.nii,"[144433.421875, 3022.955078125]",12205801.0,"[144433.0, 3023.0]","[0.41770729422569275, 0.04488581791520119]",1.0,1.0,"[147455.95511418208, 0.04488581791520119]","[140225, 8000]","[147018.0, 4372.0]"
101,Case15_24.nii,"[144017.4375, 3438.95166015625]",13823300.0,"[144017.0, 3439.0]","[0.4408954679965973, 0.04839493706822395]",1.0,1.0,"[147455.95160506293, 0.04839493706822395]","[140225, 8000]","[147018.0, 4372.0]"
230,Case15_25.nii,"[143840.4375, 3615.94091796875]",17056718.0,"[143840.0, 3616.0]","[0.4304601848125458, 0.05902540683746338]",1.0,1.0,"[147455.94097459316, 0.05902540683746338]","[140225, 8000]","[147018.0, 4372.0]"
564,Case15_26.nii,"[143453.4375, 4002.94384765625]",17560856.0,"[143453.0, 4003.0]","[0.4374670088291168, 0.05614108219742775]",1.0,1.0,"[147455.9438589178, 0.05614108219742775]","[140225, 8000]","[147018.0, 4372.0]"
820,Case15_27.nii,"[143312.4375, 4143.943359375]",4381257.5,"[143312.0, 4144.0]","[0.4405370056629181, 0.05657556280493736]",1.0,1.0,"[147455.9434244372, 0.05657556280493736]","[140225, 8000]","[147018.0, 4372.0]"
577,Case15_28.nii,"[143159.421875, 4296.93994140625]",49313520.0,"[143159.0, 4297.0]","[0.42906758189201355, 0.05985958129167557]",1.0,1.0,"[147455.9401404187, 0.05985958129167557]","[140225, 8000]","[147018.0, 4372.0]"
804,Case15_29.nii,"[142923.4375, 4532.95458984375]",19310940.0,"[142923.0, 4533.0]","[0.4394298195838928, 0.04550100490450859]",1.0,1.0,"[147455.9544989951, 0.04550100490450859]","[140225, 8000]","[147018.0, 4372.0]"
285,Case15_3.nii,"[147456.4375, 0.04370100796222687]",23650088.0,"[147456.0, 0.0]","[0.4373815357685089, 0.04370100796222687]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
523,Case15_30.nii,"[142455.4375, 5000.9404296875]",40562216.0,"[142455.0, 5001.0]","[0.4437556564807892, 0.05975109338760376]",1.0,1.0,"[147455.9402489066, 0.05975109338760376]","[140225, 8000]","[147018.0, 4372.0]"
635,Case15_31.nii,"[142099.4375, 5356.9560546875]",63467496.0,"[142099.0, 5357.0]","[0.44163593649864197, 0.044111400842666626]",1.0,1.0,"[147455.95588859916, 0.044111400842666626]","[140225, 8000]","[147018.0, 4372.0]"
118,Case15_32.nii,"[141680.4375, 5775.93896484375]",8340367.5,"[141680.0, 5776.0]","[0.4394758641719818, 0.0608639121055603]",1.0,1.0,"[147455.9391360879, 0.0608639121055603]","[140225, 8000]","[147018.0, 4372.0]"
403,Case15_33.nii,"[141810.4375, 5645.9228515625]",19226708.0,"[141810.0, 5646.0]","[0.4363998770713806, 0.07735910266637802]",1.0,1.0,"[147455.92264089733, 0.07735910266637802]","[140225, 8000]","[147018.0, 4372.0]"
424,Case15_34.nii,"[141608.4375, 5847.93603515625]",27477032.0,"[141608.0, 5848.0]","[0.43380382657051086, 0.06406205147504807]",1.0,1.0,"[147455.93593794852, 0.06406205147504807]","[140225, 8000]","[147018.0, 4372.0]"
109,Case15_35.nii,"[141410.4375, 6045.9326171875]",73467096.0,"[141410.0, 6046.0]","[0.43193984031677246, 0.06728675216436386]",1.0,1.0,"[147455.93271324784, 0.06728675216436386]","[140225, 8000]","[147018.0, 4372.0]"
655,Case15_36.nii,"[141415.4375, 6040.92431640625]",28469522.0,"[141415.0, 6041.0]","[0.44021371006965637, 0.0755985677242279]",1.0,1.0,"[147455.92440143228, 0.0755985677242279]","[140225, 8000]","[147018.0, 4372.0]"
515,Case15_37.nii,"[141438.421875, 6017.9228515625]",53349088.0,"[141438.0, 6018.0]","[0.4209430515766144, 0.07699009031057358]",1.0,1.0,"[147455.9230099097, 0.07699009031057358]","[140225, 8000]","[147018.0, 4372.0]"
670,Case15_38.nii,"[141456.421875, 5999.9296875]",15056162.0,"[141456.0, 6000.0]","[0.4222295582294464, 0.07023431360721588]",1.0,1.0,"[147455.9297656864, 0.07023431360721588]","[140225, 8000]","[147018.0, 4372.0]"
504,Case15_39.nii,"[141536.421875, 5919.93017578125]",19585304.0,"[141536.0, 5920.0]","[0.42736998200416565, 0.06986232846975327]",1.0,1.0,"[147455.93013767153, 0.06986232846975327]","[140225, 8000]","[147018.0, 4372.0]"
293,Case15_4.nii,"[147456.453125, 0.05489841848611832]",7400931.5,"[147456.0, 0.0]","[0.4485796093940735, 0.05489841848611832]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
143,Case15_40.nii,"[141758.421875, 5697.9326171875]",15455070.0,"[141758.0, 5698.0]","[0.4279131591320038, 0.06747595220804214]",1.0,1.0,"[147455.9325240478, 0.06747595220804214]","[140225, 8000]","[147018.0, 4372.0]"
393,Case15_41.nii,"[141797.4375, 5658.94384765625]",12532010.0,"[141797.0, 5659.0]","[0.4350389242172241, 0.05636382848024368]",1.0,1.0,"[147455.94363617152, 0.05636382848024368]","[140225, 8000]","[147018.0, 4372.0]"
486,Case15_42.nii,"[142154.4375, 5301.93212890625]",15153150.0,"[142154.0, 5302.0]","[0.4365597665309906, 0.06777366250753403]",1.0,1.0,"[147455.9322263375, 0.06777366250753403]","[140225, 8000]","[147018.0, 4372.0]"
684,Case15_43.nii,"[142259.421875, 5196.931640625]",10534884.0,"[142259.0, 5197.0]","[0.4223460555076599, 0.06855203956365585]",1.0,1.0,"[147455.93144796044, 0.06855203956365585]","[140225, 8000]","[147018.0, 4372.0]"
661,Case15_44.nii,"[142637.4375, 4818.93408203125]",5805531.5,"[142637.0, 4819.0]","[0.43931668996810913, 0.06595178693532944]",1.0,1.0,"[147455.93404821306, 0.06595178693532944]","[140225, 8000]","[147018.0, 4372.0]"
494,Case15_45.nii,"[143045.4375, 4410.92431640625]",11106433.0,"[143045.0, 4411.0]","[0.44136497378349304, 0.07553067803382874]",1.0,1.0,"[147455.92446932197, 0.07553067803382874]","[140225, 8000]","[147018.0, 4372.0]"
367,Case15_46.nii,"[143053.421875, 4402.9443359375]",27852612.0,"[143053.0, 4403.0]","[0.41414469480514526, 0.05546704679727554]",1.0,1.0,"[147455.9445329532, 0.05546704679727554]","[140225, 8000]","[147018.0, 4372.0]"
151,Case15_47.nii,"[142863.421875, 4592.943359375]",9491836.0,"[142863.0, 4593.0]","[0.42113587260246277, 0.05655182525515556]",1.0,1.0,"[147455.94344817474, 0.05655182525515556]","[140225, 8000]","[147018.0, 4372.0]"
416,Case15_48.nii,"[147456.40625, 0.06928689032793045]",1287025.5,"[147456.0, 0.0]","[0.40884000062942505, 0.06928689032793045]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
103,Case15_49.nii,"[147456.421875, 0.06820570677518845]",13823300.0,"[147456.0, 0.0]","[0.42164942622184753, 0.06820570677518845]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
20,Case15_5.nii,"[147456.4375, 0.034660227596759796]",15633869.0,"[147456.0, 0.0]","[0.44232016801834106, 0.034660227596759796]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
261,Case15_50.nii,"[147456.421875, 0.07139553129673004]",5722077.0,"[147456.0, 0.0]","[0.4233417809009552, 0.07139553129673004]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
71,Case15_51.nii,"[147456.421875, 0.07127966731786728]",4578315.0,"[147456.0, 0.0]","[0.4283600449562073, 0.07127966731786728]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
790,Case15_52.nii,"[147456.4375, 0.06958036869764328]",2732310.25,"[147456.0, 0.0]","[0.43087443709373474, 0.06958036869764328]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
592,Case15_53.nii,"[147456.421875, 0.06390669196844101]",27037292.0,"[147456.0, 0.0]","[0.4258081316947937, 0.06390669196844101]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
571,Case15_54.nii,"[147456.421875, 0.07653851062059402]",14526964.0,"[147456.0, 0.0]","[0.4278033375740051, 0.07653851062059402]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
797,Case15_55.nii,"[147456.4375, 0.057362981140613556]",33211996.0,"[147456.0, 0.0]","[0.44369474053382874, 0.057362981140613556]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
47,Case15_56.nii,"[147456.4375, 0.0824136883020401]",6945409.5,"[147456.0, 0.0]","[0.4436090886592865, 0.0824136883020401]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
268,Case15_57.nii,"[147456.4375, 0.07014426589012146]",35269468.0,"[147456.0, 0.0]","[0.4439210295677185, 0.07014426589012146]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
94,Case15_58.nii,"[147456.4375, 0.08138610422611237]",3204735.0,"[147456.0, 0.0]","[0.44239264726638794, 0.08138610422611237]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
223,Case15_59.nii,"[147456.4375, 0.07347077876329422]",2856021.25,"[147456.0, 0.0]","[0.43734854459762573, 0.07347077876329422]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
770,Case15_6.nii,"[147456.421875, 0.04059719294309616]",37107824.0,"[147456.0, 0.0]","[0.42954427003860474, 0.04059719294309616]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
757,Case15_60.nii,"[147456.453125, 0.06849759072065353]",13617893.0,"[147456.0, 0.0]","[0.4477299749851227, 0.06849759072065353]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
608,Case15_61.nii,"[147456.4375, 0.06931191682815552]",13145800.0,"[147456.0, 0.0]","[0.4453103244304657, 0.06931191682815552]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
279,Case15_62.nii,"[147456.4375, 0.06006235629320145]",39572140.0,"[147456.0, 0.0]","[0.43880438804626465, 0.06006235629320145]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
32,Case15_63.nii,"[147456.453125, 0.0655270665884018]",17774396.0,"[147456.0, 0.0]","[0.4479946494102478, 0.0655270665884018]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
596,Case15_7.nii,"[147456.4375, 0.03393826261162758]",21333676.0,"[147456.0, 0.0]","[0.44375482201576233, 0.03393826261162758]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
738,Case15_8.nii,"[147456.453125, 0.04151250049471855]",27782354.0,"[147456.0, 0.0]","[0.4563741385936737, 0.04151250049471855]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
628,Case15_9.nii,"[147456.453125, 0.05837766453623772]",19646934.0,"[147456.0, 0.0]","[0.4546510875225067, 0.05837766453623772]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
154,Case26_0.nii,"[147456.46875, 0.052040278911590576]",2385376.5,"[147456.0, 0.0]","[0.4686395823955536, 0.052040278911590576]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
370,Case26_1.nii,"[147456.453125, 0.06528519839048386]",862060.4375,"[147456.0, 0.0]","[0.45806884765625, 0.06528519839048386]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
35,Case26_10.nii,"[141701.46875, 5754.9453125]",17774396.0,"[141701.0, 5755.0]","[0.4710043966770172, 0.05475353077054024]",1.0,1.0,"[147455.94524646923, 0.05475353077054024]","[140225, 8000]","[147018.0, 4372.0]"
282,Case26_11.nii,"[141513.4375, 5942.947265625]",21900206.0,"[141513.0, 5943.0]","[0.4409453570842743, 0.05257759243249893]",1.0,1.0,"[147455.94742240757, 0.05257759243249893]","[140225, 8000]","[147018.0, 4372.0]"
609,Case26_12.nii,"[141708.453125, 5747.9501953125]",13145800.0,"[141708.0, 5748.0]","[0.4534092843532562, 0.049878064543008804]",1.0,1.0,"[147455.95012193546, 0.049878064543008804]","[140225, 8000]","[147018.0, 4372.0]"
